catchment_id,pixel_count,area_km2,mean_slope,mean_flow_accum,max_flow_accum,drainage_density,region
A760,60085,54.076,0.0,30973.05,571431.0,1.85,Assam
A761,141906,127.715,0.01,27061.94,533950.0,1.659,Assam
A762,205191,184.672,0.01,38443.56,757422.0,1.82,Assam
A763,30737,27.663,0.19,339665.03,54076930.0,0.209,Assam
A764,34251,30.826,0.01,42926.3,434449.0,3.32,Assam
A765,117359,105.623,0.0,13153.82,362593.0,1.268,Assam
A766,32616,29.354,0.13,2312.95,210542.0,0.384,Assam
A767,11938,10.744,0.01,1402305.6,81666880.0,0.572,Assam
A768,106748,96.073,0.01,451738.25,7071786.0,2.143,Assam
A769,88593,79.734,0.01,13557.49,296595.0,1.342,Assam
A770,6959,6.263,0.0,762.89,312009.0,0.057,Assam
A771,81399,73.259,0.0,6151.55,912132.0,0.174,Assam
A772,53336,48.002,0.42,848.77,202901.0,0.13,Assam
A773,14656,13.19,1.06,1749140.6,85743670.0,0.68,Assam
A774,122736,110.462,1.55,3171.69,751012.0,0.143,Assam
A775,27088,24.379,0.01,5304.87,371720.0,0.487,Assam
A776,7778,7.0,0.24,2891.65,136890.0,0.716,Assam
A778,96960,87.264,0.58,138760.36,32776786.0,0.14,Assam
A779,121684,109.516,0.01,306447.9,5298265.0,1.936,Assam
A780,73276,65.948,0.07,604955.4,54494204.0,0.37,Assam
A781,32284,29.056,0.01,9053.31,228168.0,1.322,Assam
A782,518730,466.857,0.01,20311.46,1171574.0,0.679,Assam
A784,432320,389.088,0.01,61370.93,1647475.0,1.366,Assam
A785,14754,13.279,0.03,394528.28,1625638.1,8.104,Assam
A786,114339,102.905,0.39,292038.25,53695164.0,0.181,Assam
A787,20361,18.325,0.35,499161.3,53215984.0,0.313,Assam
A788,65852,59.267,0.63,681381.5,53963916.0,0.421,Assam
A789,30901,27.811,0.02,1078.49,141136.0,0.242,Assam
A791,95451,85.906,2.15,1742.0,286922.0,0.213,Assam
A792,24412,21.971,0.58,7114.25,535528.0,0.451,Assam
A793,6983,6.285,0.08,2363.97,166789.0,0.468,Assam
A794,7609,6.848,0.04,943423.06,83473200.0,0.377,Assam
A795,16242,14.618,0.03,427286.1,1934118.1,7.374,Assam
A796,131423,118.281,0.01,7393.57,263418.0,0.86,Assam
A797,28410,25.569,0.0,6421.25,438039.0,0.495,Assam
A798,45828,41.245,0.0,25331.84,727168.94,1.196,Assam
A799,26785,24.106,1.5,861723.06,86131320.0,0.334,Assam
A800,31748,28.573,0.06,754619.8,53488304.0,0.47,Assam
A801,45634,41.071,0.03,6935.06,558490.0,0.423,Assam
A802,8584,7.726,0.0,86696.22,1195062.0,2.423,Assam
A803,40318,36.286,0.19,424015.0,54284036.0,0.26,Assam
A804,192796,173.516,0.0,27339.04,1162078.0,0.807,Assam
A805,47756,42.98,0.21,5569.14,960028.94,0.19,Assam
A806,87076,78.368,0.23,1074.51,250974.0,0.141,Assam
A807,6519,5.867,0.0,1101427.6,81594740.0,0.45,Assam
A808,77785,70.006,0.01,4672.22,526682.0,0.318,Assam
A809,106410,95.769,0.0,3603.38,443702.0,0.174,Assam
A810,105005,94.504,0.0,22812.3,924432.0,0.821,Assam
A811,301445,271.3,0.0,731904.5,32328714.0,0.757,Assam
A812,379720,341.748,0.23,527871.0,82743830.0,0.213,Assam
A814,7210,6.489,0.03,16379514.0,32835468.0,16.63,Assam
A815,34075,30.668,0.0,35927.94,500087.0,2.478,Assam
A816,211604,190.444,0.01,582072.3,10811889.0,1.805,Assam
A817,18674,16.807,0.0,751818.3,81150180.0,0.309,Assam
A818,60780,54.702,0.0,80991.15,2026248.0,1.346,Assam
A819,200648,180.583,0.0,7665.05,342485.0,0.828,Assam
A820,320126,288.113,0.0,32635.07,1557904.0,0.745,Assam
A821,45793,41.214,2.17,5508.88,458789.0,0.416,Assam
A822,52242,47.018,8.83,3470.47,334227.0,0.365,Assam
A823,25375,22.838,0.01,33237.6,269251.0,4.294,Assam
A824,59460,53.514,0.01,352293.88,6966230.0,1.688,Assam
A825,73851,66.466,5.78,5704.79,572243.0,0.347,Assam
A826,333861,300.475,0.0,37928.26,1866244.0,0.716,Assam
A827,388940,350.046,0.0,19480.56,883680.0,0.839,Assam
A828,114863,103.377,13.42,1788.7,327433.0,0.196,Assam
A829,152942,137.648,0.0,12762.92,375253.0,1.423,Assam
A831,127145,114.43,0.01,87131.33,1117453.0,2.684,Assam
A832,139807,125.826,6.22,1876.67,280101.0,0.273,Assam
A833,131370,118.233,0.4,436654.1,84006020.0,0.173,Assam
A834,10920,9.828,0.01,407363.56,2076852.0,6.545,Assam
A836,50006,45.005,0.01,44404.72,614454.0,2.357,Assam
A837,67466,60.719,0.98,306088.06,85665850.0,0.119,Assam
A838,13334,12.001,0.01,2689014.5,11306580.0,7.927,Assam
A840,228149,205.334,5.71,199899.1,4921116.0,1.38,Assam
A841,37666,33.899,10.35,2406.18,225943.0,0.381,Assam
A842,48797,43.917,0.04,155815.42,31160360.0,0.165,Assam
A843,229066,206.159,0.0,5547.65,396505.0,0.547,Assam
A844,253061,227.755,0.72,640506.75,85284536.0,0.251,Assam
A845,60472,54.425,0.0,24509.5,245512.0,3.545,Assam
A846,32704,29.434,0.02,41042.91,380502.0,3.631,Assam
A847,98948,89.053,0.02,56870.5,1085170.0,1.8,Assam
A848,194871,175.384,0.01,203088.36,5126447.0,1.331,Assam
A849,34475,31.028,0.01,18749.44,1547112.0,0.372,Assam
A850,237984,214.186,0.0,16907.32,771972.94,0.757,Assam
A851,148338,133.504,0.01,64041.65,1972982.1,1.1,Assam
A852,38683,34.815,0.0,88757.03,1535712.0,1.949,Assam
A853,125140,112.626,0.01,16823.04,342697.0,1.832,Assam
A854,102961,92.665,0.0,14864.66,565230.0,0.892,Assam
A855,326685,294.016,0.01,11642.04,671343.06,0.754,Assam
A856,18414,16.573,0.05,1013676.4,83334490.0,0.405,Assam
A857,36820,33.138,0.0,18753.43,459133.0,1.416,Assam
A858,111168,100.051,10.54,988.88,226206.0,0.147,Assam
A859,320740,288.666,0.01,31339.48,673132.94,1.922,Assam
A861,14613,13.152,7.56,5302.0,342208.0,0.522,Assam
A862,112141,100.927,0.01,16382.25,338273.0,1.713,Assam
A863,38888,34.999,0.0,14724.33,523473.0,0.915,Assam
A864,36420,32.778,0.0,12636.9,394860.0,1.01,Assam
A865,138638,124.774,0.02,28789.4,511019.0,2.096,Assam
A866,155738,140.164,0.0,22428.33,629914.0,1.213,Assam
A867,11020,9.918,0.0,29458.06,527051.0,1.818,Assam
A868,170752,153.677,0.01,26629.71,525907.0,1.85,Assam
A869,148467,133.62,0.01,186625.8,3559195.0,1.761,Assam
A870,104939,94.445,0.0,37004.26,1143009.0,1.074,Assam
A872,298102,268.292,0.0,29532.86,1412134.1,0.725,Assam
A873,213841,192.457,0.08,1068443.0,30973294.0,1.152,Assam
A874,53731,48.358,0.01,21490.79,337140.0,2.17,Assam
A875,14845,13.36,0.01,69788.35,436081.0,5.382,Assam
A876,45160,40.644,0.01,72437.65,1304936.0,1.833,Assam
A877,145317,130.785,0.0,55074.88,1769259.0,1.049,Assam
A878,94479,85.031,0.0,32099.72,719666.0,1.5,Assam
A879,80116,72.104,0.0,168499.73,4617262.0,1.227,Assam
A880,18576,16.718,0.0,20456.41,403301.0,1.719,Assam
A881,6883,6.195,0.0,129891.85,262727.0,16.698,Assam
A882,101395,91.256,0.01,1654757.5,32602362.0,1.693,Assam
A883,63899,57.509,0.01,9428.88,917023.06,0.261,Assam
A884,7380,6.642,0.01,118080.09,761384.94,5.194,Assam
A885,5380,4.842,0.06,579528.3,1161313.0,16.673,Assam
A886,23991,21.592,0.0,222456.31,12379369.0,0.596,Assam
A887,44141,39.727,0.0,93793.59,1416580.0,2.232,Assam
A888,93153,83.838,0.0,3069.82,337865.0,0.163,Assam
A889,39530,35.577,0.0,34515.05,2677981.0,0.409,Assam
A890,222556,200.3,0.01,31301.28,1066551.0,1.032,Assam
A891,354194,318.775,0.01,206045.45,8134729.0,0.853,Assam
A892,77904,70.114,0.0,9996.46,204885.0,1.526,Assam
A893,27481,24.733,0.0,42143.03,1190479.0,1.191,Assam
A894,48669,43.802,0.0,7047.94,294299.0,0.856,Assam
A895,163924,147.532,0.0,30723.49,901392.0,1.238,Assam
A896,26586,23.927,0.0,66456.85,2998565.0,0.735,Assam
A897,102537,92.283,0.01,33935.11,504261.0,2.354,Assam
A899,308426,277.583,0.01,48484.94,990976.0,1.77,Assam
A900,118199,106.379,0.01,61450.72,1301194.0,1.615,Assam
A901,49553,44.598,8.7,1073.19,210028.0,0.178,Assam
A902,69404,62.464,0.01,101450.09,1076027.0,3.199,Assam
A903,59213,53.292,2.05,2129.68,320082.0,0.231,Assam
A904,55326,49.793,0.01,59130.42,1035956.94,1.949,Assam
A905,59760,53.784,0.01,32084.5,514213.0,2.036,Assam
A906,18294,16.465,0.0,175064.23,6836862.0,0.847,Assam
A907,167329,150.596,0.0,22966.4,721756.0,1.157,Assam
A908,144525,130.072,15.23,1244.9,269410.0,0.188,Assam
A909,6584,5.926,0.13,5866846.5,11736982.0,16.667,Assam
A910,21967,19.77,0.0,35420.44,1524455.0,0.778,Assam
A911,105275,94.748,0.08,777665.8,11525513.0,2.256,Assam
A912,272907,245.616,0.01,348327.25,7344454.0,1.603,Assam
A914,93309,83.978,0.0,538980.5,12528570.0,1.434,Assam
A915,19326,17.393,0.0,33299.5,426443.0,2.644,Assam
A916,9597,8.637,0.01,131684.47,673939.06,6.554,Assam
A917,81131,73.018,0.0,2875.84,445761.0,0.115,Assam
A918,50838,45.754,0.01,31796.61,872140.94,1.203,Assam
A919,82365,74.128,0.01,25623.34,634607.0,1.45,Assam
A920,293857,264.471,0.06,749782.8,31536922.0,0.796,Assam
A921,32337,29.103,0.01,197195.64,2633706.0,2.499,Assam
A922,66597,59.937,0.0,114656.75,1423201.9,2.74,Assam
A923,30244,27.22,0.01,120085.97,1681614.1,2.391,Assam
A924,51137,46.023,0.0,31392.88,11888564.0,0.083,Assam
A926,15158,13.642,0.0,189151.14,819228.94,7.695,Assam
A927,49819,44.837,0.01,52556.01,810944.94,2.215,Assam
A928,163995,147.596,0.01,14012.71,649065.0,0.728,Assam
A930,19632,17.669,0.03,124881.38,780867.06,5.387,Assam
A931,108860,97.974,0.01,33544.01,1005736.94,1.085,Assam
A932,215762,194.186,0.0,1450723.2,31869356.0,1.521,Assam
A933,57433,51.69,0.0,8047.59,322148.0,0.896,Assam
A934,5212,4.691,0.01,33524.52,315549.0,3.562,Assam
A935,10746,9.671,0.02,27508.34,2448195.0,0.354,Assam
A936,164574,148.117,0.01,11093.2,483156.0,0.734,Assam
A937,263005,236.704,0.02,118970.46,3332995.8,1.234,Assam
A938,5161,4.645,3.12,1484.02,163010.0,0.297,Assam
A939,258204,232.384,0.0,343056.9,12633825.0,0.912,Assam
A941,11554,10.399,0.03,139968.33,6900014.0,0.669,Assam
A942,12690,11.421,0.02,7931.21,3361326.0,0.063,Assam
A943,7098,6.388,0.13,8265443.0,16529777.0,16.671,Assam
A944,188970,170.073,0.08,1197288.0,30649570.0,1.305,Assam
A947,48129,43.316,0.01,157216.78,2089963.0,2.494,Assam
A948,150063,135.057,0.01,159194.69,5125838.0,1.034,Assam
A949,77362,69.626,0.01,63019.52,850720.94,2.553,Assam
A950,448966,404.069,0.0,306364.88,8422144.0,1.232,Assam
A951,12903,11.613,0.02,6034291.0,32434028.0,6.203,Assam
A952,10863,9.777,0.03,120349.68,8659805.0,0.457,Assam
A953,56742,51.068,0.0,138291.69,10529774.0,0.431,Assam
A954,47849,43.064,0.01,134670.97,1781023.0,2.504,Assam
A955,289904,260.914,0.01,86369.48,2185014.0,1.4,Assam
A956,46780,42.102,0.0,718326.9,9311719.0,2.573,Assam
A957,125770,113.193,0.04,726835.8,12816273.0,1.897,Assam
A958,34460,31.014,0.09,103467.92,2833928.0,1.209,Assam
A959,67640,60.876,0.01,320828.6,6077515.0,1.754,Assam
A960,20952,18.857,0.05,2223.16,1610383.0,0.005,Assam
A961,25067,22.56,0.07,2308087.5,16202666.0,4.75,Assam
A962,64751,58.276,0.01,120767.83,1894420.0,2.138,Assam
A963,17367,15.63,0.0,405114.8,4877543.0,2.773,Assam
A965,155847,140.262,0.01,29524.56,1157385.0,0.832,Assam
A966,17064,15.358,0.19,1991971.2,10278526.0,6.456,Assam
A968,25876,23.288,0.01,42924.74,3273224.0,0.424,Assam
A969,70120,63.108,0.0,40917.92,4358484.0,0.313,Assam
A970,24697,22.227,0.89,403633.62,40039132.0,0.336,Assam
A971,57559,51.803,0.01,12071.3,16332086.0,0.021,Assam
A972,386766,348.089,0.01,66503.56,2081505.0,1.139,Assam
A973,86495,77.846,0.01,2616024.0,33000412.0,2.643,Assam
A974,11403,10.263,0.01,32491.71,35093320.0,0.029,Assam
